1192.001343,1.0,-1325.642944,
121.0,1.0,-1258.068115,
121.0,1.0,-1317.631226,
121.0,1.0,-1321.728394,
121.0,1.0,-1325.961792,
121.0,1.0,-1325.642944,
121.0,1.0,-1325.642944,
121.0,1.0,-1325.642944,
121.0,1.0,-1325.642944,
121.0,1.0,-1325.642944,
121.0,1.0,-1325.642944,
121.0,1.0,-1325.642944,
121.0,1.0,-1325.642944,
121.0,1.0,-1325.642944,
121.0,1.0,-1325.642944,
121.0,1.0,-1325.642944,
121.0,1.0,-1325.642944,
121.0,1.0,-1325.642944,
121.0,1.0,-1325.642944,
121.0,1.0,-1325.642944,
121.0,1.0,-1325.642944,
121.0,1.0,-1325.642944,
121.0,1.0,-1325.642944,
121.0,1.0,-1325.642944,
121.0,1.0,-1325.642944,
121.0,1.0,-1325.642944,
121.0,1.0,-1325.642944,
121.0,1.0,-1325.642944,
121.0,1.0,-1325.642944,
121.0,1.0,-1325.642944,
121.0,1.0,-1325.642944,
121.0,1.0,-1325.642944,
121.0,1.0,-1325.642944,
121.0,1.0,-1325.642944,
121.0,1.0,-1325.642944,
121.0,1.0,-1325.642944,
121.0,1.0,-1325.642944,
121.0,1.0,-1325.642944,
121.0,1.0,-1325.642944,
121.0,1.0,-1325.642944,
121.0,1.0,-1325.642944,
121.0,1.0,-1325.642944,
121.0,1.0,-1325.642944,
121.0,1.0,-1325.642944,
121.0,1.0,-1325.642944,
121.0,1.0,-1325.642944,
121.0,1.0,-1325.642944,
121.125008,1.0,-1325.642944,
121.375031,1.0,-1325.642944,
121.750046,1.0,-1325.642944,
122.250061,1.0,-1325.642944,
122.875099,1.0,-1325.642944,
123.625137,1.0,-1325.642944,
124.500168,1.0,-1325.642944,
125.500252,1.0,-1325.642944,
126.625305,1.0,-1325.642944,
127.875381,1.0,-1325.642944,
129.250458,1.0,-1325.642944,
130.75058,1.0,-1325.642944,
132.375671,1.0,-1325.642944,
134.125839,1.0,-1325.642944,
136.000946,1.0,-1325.642944,
138.001114,1.0,-1325.642944,
140.126221,1.0,-1325.642944,
142.377869,1.0,-1325.642944,
144.753036,1.0,-1325.642944,
147.253326,1.0,-1325.642944,
149.878632,1.0,-1325.642944,
152.545441,1.0,-1325.642944,
155.212219,1.0,-1325.642944,
157.879028,1.0,-1325.642944,
160.545776,1.0,-1325.642944,
163.212463,1.0,-1325.642944,
165.879242,1.0,-1325.642944,
168.546051,1.0,-1325.642944,
171.212769,1.0,-1325.642944,
173.879578,1.0,-1325.642944,
176.546432,1.0,-1325.642944,
179.21312,1.0,-1325.642944,
181.879837,1.0,-1325.642944,
184.546646,1.0,-1325.642944,
187.213364,1.0,-1325.642944,
189.880051,1.0,-1325.642944,
192.546768,1.0,-1325.642944,
195.213455,1.0,-1325.642944,
197.880142,1.0,-1325.642944,
200.546829,1.0,-1325.642944,
203.213608,1.0,-1325.642944,
205.880325,1.0,-1325.642944,
208.547104,1.0,-1325.642944,
211.213882,1.0,-1325.642944,
213.8806,1.0,-1325.642944,
216.547379,1.0,-1325.642944,
219.214127,1.0,-1325.642944,
221.880875,1.0,-1325.642944,
224.547653,1.0,-1325.642944,
227.217255,1.0,-1325.642944,
229.884003,1.0,-1325.642944,
232.55072,1.0,-1325.642944,
235.217529,1.0,-1325.642944,
237.884308,1.0,-1325.642944,
240.551086,1.0,-1325.642944,
243.217896,1.0,-1325.642944,
245.884705,1.0,-1325.642944,
248.551422,1.0,-1325.642944,
251.21814,1.0,-1321.544312,
253.884918,1.0,-1317.445557,
256.551666,1.0,-1313.346802,
259.218567,1.0,-1309.247803,
261.885254,1.0,-1305.14917,
264.551941,1.0,-1301.050537,
267.21875,1.0,-1296.95166,
269.885529,1.0,-1292.989014,
272.552246,1.0,-1289.162598,
275.218994,1.0,-1285.472168,
277.885681,1.0,-1281.917969,
280.552429,1.0,-1278.499878,
283.219116,1.0,-1275.217896,
285.885925,1.0,-1272.071899,
288.552673,1.0,-1269.062134,
291.219513,1.0,-1266.188354,
293.8862,1.0,-1263.450928,
296.552979,1.0,-1260.849487,
299.219818,1.0,-1258.384155,
301.886627,1.0,-1256.054932,
304.553467,1.0,-1253.861816,
307.220184,1.0,-1251.804932,
309.886932,1.0,-1249.884155,
312.553741,1.0,-1248.099365,
315.22052,1.0,-1246.450806,
317.887238,1.0,-1244.938354,
320.553986,1.0,-1243.562012,
323.220856,1.0,-1242.321777,
325.887573,1.0,-1241.217651,
328.554291,1.0,-1240.249756,
331.221069,1.0,-1239.417847,
333.887848,1.0,-1238.722168,
336.554535,1.0,-1238.162598,
339.221313,1.0,-1237.739136,
341.888092,1.0,-1237.451782,
344.554871,1.0,-1237.300537,
347.221649,1.0,-1237.2854,
349.888336,1.0,-1237.406372,
352.555115,1.0,-1237.663452,
355.221802,1.0,-1238.056641,
357.888519,1.0,-1238.585938,
360.555298,1.0,-1239.251465,
363.225342,1.0,-1240.054077,
365.89212,1.0,-1240.991943,
368.558868,1.0,-1242.065918,
371.225677,1.0,-1243.276123,
373.892426,1.0,-1244.622314,
376.559204,1.0,-1246.104736,
379.225952,1.0,-1247.723267,
381.89267,1.0,-1249.477905,
384.559448,1.0,-1251.368652,
387.226349,1.0,-1253.39563,
389.893158,1.0,-1255.558716,
392.559937,1.0,-1257.857788,
395.226624,1.0,-1260.292969,
397.893372,1.0,-1262.864258,
400.560181,1.0,-1265.571777,
403.226929,1.0,-1268.415405,
405.893677,1.0,-1271.395142,
408.560425,1.0,-1274.510986,
411.227234,1.0,-1277.763062,
413.893921,1.0,-1281.151001,
416.560699,1.0,-1284.675171,
419.227448,1.0,-1288.335449,
421.894257,1.0,-1292.131958,
424.561035,1.0,-1296.064575,
427.227844,1.0,-1300.133301,
429.894623,1.0,-1304.338135,
432.56134,1.0,-1308.678955,
435.228119,1.0,-1313.156006,
437.894836,1.0,-1317.769043,
440.561584,1.0,-1322.518311,
443.228302,1.0,-1327.403687,
445.89505,1.0,-1325.642944,
448.561768,1.0,-1325.642944,
451.228546,1.0,-1325.642944,
453.895325,1.0,-1325.642944,
456.562042,1.0,-1325.642944,
459.228729,1.0,-1325.642944,
461.895538,1.0,-1325.642944,
464.562256,1.0,-1325.642944,
467.228973,1.0,-1325.642944,
469.895752,1.0,-1325.642944,
472.562561,1.0,-1325.642944,
475.229401,1.0,-1325.642944,
477.896149,1.0,-1325.642944,
480.562897,1.0,-1325.642944,
483.233765,1.0,-1325.642944,
485.900513,1.0,-1325.642944,
488.567291,1.0,-1325.642944,
491.234039,1.0,-1325.642944,
493.900818,1.0,-1325.642944,
496.567535,1.0,-1325.642944,
499.234283,1.0,-1325.642944,
501.901093,1.0,-1325.642944,
504.567932,1.0,-1325.642944,
507.234741,1.0,-1325.642944,
509.90155,1.0,-1325.642944,
512.568237,1.0,-1325.642944,
515.234985,1.0,-1325.642944,
517.901733,1.0,-1325.642944,
520.568481,1.0,-1325.642944,
523.235168,1.0,-1325.642944,
525.901978,1.0,-1325.642944,
528.568726,1.0,-1325.642944,
531.235535,1.0,-1325.642944,
533.902283,1.0,-1325.642944,
536.569092,1.0,-1325.642944,
539.23584,1.0,-1325.642944,
541.902588,1.0,-1325.642944,
544.569275,1.0,-1325.642944,
547.236084,1.0,-1325.642944,
549.902893,1.0,-1325.642944,
552.56958,1.0,-1325.642944,
555.236267,1.0,-1325.642944,
557.903015,1.0,-1325.642944,
560.569824,1.0,-1325.642944,
563.236694,1.0,-1325.642944,
565.903503,1.0,-1325.642944,
568.570251,1.0,-1325.642944,
571.237,1.0,-1325.642944,
573.903687,1.0,-1325.642944,
576.570496,1.0,-1325.642944,
579.237244,1.0,-1325.642944,
581.903931,1.0,-1325.642944,
584.57074,1.0,-1325.642944,
587.237549,1.0,-1325.642944,
589.904297,1.0,-1325.642944,
592.571045,1.0,-1325.642944,
595.237732,1.0,-1325.642944,
597.904541,1.0,-1325.642944,
600.571289,1.0,-1325.642944,
603.238098,1.0,-1325.642944,
605.904846,1.0,-1325.642944,
608.571655,1.0,-1325.642944,
611.238403,1.0,-1325.642944,
613.905212,1.0,-1325.642944,
616.572021,1.0,-1325.642944,
619.238892,1.0,-1325.642944,
621.905701,1.0,-1325.642944,
624.57251,1.0,-1325.642944,
627.239319,1.0,-1325.642944,
629.906128,1.0,-1325.642944,
632.572876,1.0,-1321.544189,
635.239624,1.0,-1317.445557,
637.906311,1.0,-1313.346924,
640.572998,1.0,-1309.248291,
643.239746,1.0,-1305.149658,
645.906677,1.0,-1301.050659,
648.573486,1.0,-1296.951782,
651.240295,1.0,-1292.989136,
653.906982,1.0,-1289.16272,
656.57373,1.0,-1285.472412,
659.240479,1.0,-1281.918213,
661.907349,1.0,-1278.5,
664.574158,1.0,-1275.217896,
667.240906,1.0,-1272.072021,
669.907715,1.0,-1269.062256,
672.574463,1.0,-1266.188599,
675.241211,1.0,-1263.45105,
677.907898,1.0,-1260.849731,
680.574707,1.0,-1258.384399,
683.241455,1.0,-1256.055176,
685.908142,1.0,-1253.862183,
688.574951,1.0,-1251.805176,
691.24176,1.0,-1249.884277,
693.908508,1.0,-1248.099609,
696.575317,1.0,-1246.45105,
699.242065,1.0,-1244.938599,
701.908752,1.0,-1243.562256,
704.5755,1.0,-1242.322021,
